table,variable,value,label
day,attend_school_no_998,0,Not selected
day,attend_school_no_998,1,Selected
day,attend_school_no_998,995,Missing
day,attend_school_no_999,0,Not selected
day,attend_school_no_999,1,Selected
day,attend_school_no_999,995,Missing
day,delivery_food,0,Not selected
day,delivery_food,1,Selected
day,delivery_food,995,Missing
day,delivery_grocery,0,Not selected
day,delivery_grocery,1,Selected
day,delivery_grocery,995,Missing
day,delivery_home,0,Not selected
day,delivery_home,1,Selected
day,delivery_home,995,Missing
day,delivery_locker,0,Not selected
day,delivery_locker,1,Selected
day,delivery_locker,995,Missing
day,delivery_service,0,Not selected
day,delivery_service,1,Selected
day,delivery_service,995,Missing
day,delivery_work,0,Not selected
day,delivery_work,1,Selected
day,delivery_work,995,Missing
day,delivery_none,0,Not selected
day,delivery_none,1,Selected
day,delivery_none,995,Missing
day,delivery_other,0,Not selected
day,delivery_other,1,Selected
day,delivery_other,995,Missing
day,ev_charge,1,Yes
day,ev_charge,2,No
day,ev_charge,995,Missing
day,ev_charge,998,Don't know
day,ev_charge_time,1,12:00 AM - 12:59 AM
day,ev_charge_time,2,1:00 AM - 1:59 AM
day,ev_charge_time,3,2:00 AM - 2:59 AM
day,ev_charge_time,4,3:00 AM - 3:59 AM
day,ev_charge_time,5,4:00 AM - 4:59 AM
day,ev_charge_time,6,5:00 AM - 5:59 AM
day,ev_charge_time,7,6:00 AM - 6:59 AM
day,ev_charge_time,8,7:00 AM - 7:59 AM
day,ev_charge_time,9,8:00 AM - 8:59 AM
day,ev_charge_time,10,9:00 AM - 9:59 AM
day,ev_charge_time,11,10:00 AM - 10:59 AM
day,ev_charge_time,12,11:00 AM - 11:59 AM
day,ev_charge_time,13,12:00 PM - 12:59 PM
day,ev_charge_time,14,1:00 PM - 1:59 PM
day,ev_charge_time,15,2:00 PM - 2:59 PM
day,ev_charge_time,16,3:00 PM - 3:59 PM
day,ev_charge_time,17,4:00 PM - 4:59 PM
day,ev_charge_time,18,5:00 PM - 5:59 PM
day,ev_charge_time,19,6:00 PM - 6:59 PM
day,ev_charge_time,20,7:00 PM - 7:59 PM
day,ev_charge_time,21,8:00 PM - 8:59 PM
day,ev_charge_time,22,9:00 PM - 9:59 PM
day,ev_charge_time,23,10:00 PM - 10:59 PM
day,ev_charge_time,24,11:00 PM - 11:59 PM
day,ev_charge_time,995,Missing
day,ev_charge_duration,1,Under 4 hours
day,ev_charge_duration,2,4-6 hours
day,ev_charge_duration,3,More than 6 hours
day,ev_charge_duration,995,Missing
trip,depart_dow,1,Monday
trip,depart_dow,2,Tuesday
trip,depart_dow,3,Wednesday
trip,depart_dow,4,Thursday
trip,depart_dow,5,Friday
trip,depart_dow,6,Saturday
trip,depart_dow,7,Sunday
trip,depart_dow,995,Missing
trip,depart_hour,0,12AM
trip,depart_hour,1,1AM
trip,depart_hour,2,2AM
trip,depart_hour,3,3AM
trip,depart_hour,4,4AM
trip,depart_hour,5,5AM
trip,depart_hour,6,6AM
trip,depart_hour,7,7AM
trip,depart_hour,8,8AM
trip,depart_hour,9,9AM
trip,depart_hour,10,10AM
trip,depart_hour,11,11AM
trip,depart_hour,12,12PM
trip,depart_hour,13,1PM
trip,depart_hour,14,2PM
trip,depart_hour,15,3PM
trip,depart_hour,16,4PM
trip,depart_hour,17,5PM
trip,depart_hour,18,6PM
trip,depart_hour,19,7PM
trip,depart_hour,20,8PM
trip,depart_hour,21,9PM
trip,depart_hour,22,10PM
trip,depart_hour,23,11PM
trip,arrive_dow,1,Monday
trip,arrive_dow,2,Tuesday
trip,arrive_dow,3,Wednesday
trip,arrive_dow,4,Thursday
trip,arrive_dow,5,Friday
trip,arrive_dow,6,Saturday
trip,arrive_dow,7,Sunday
trip,arrive_dow,995,Missing
trip,arrive_hour,0,12AM
trip,arrive_hour,1,1AM
trip,arrive_hour,2,2AM
trip,arrive_hour,3,3AM
trip,arrive_hour,4,4AM
trip,arrive_hour,5,5AM
trip,arrive_hour,6,6AM
trip,arrive_hour,7,7AM
trip,arrive_hour,8,8AM
trip,arrive_hour,9,9AM
trip,arrive_hour,10,10AM
trip,arrive_hour,11,11AM
trip,arrive_hour,12,12PM
trip,arrive_hour,13,1PM
trip,arrive_hour,14,2PM
trip,arrive_hour,15,3PM
trip,arrive_hour,16,4PM
trip,arrive_hour,17,5PM
trip,arrive_hour,18,6PM
trip,arrive_hour,19,7PM
trip,arrive_hour,20,8PM
trip,arrive_hour,21,9PM
trip,arrive_hour,22,10PM
trip,arrive_hour,23,11PM
trip,o_county,995,Missing
trip,o_county,27001,Aitkin
trip,o_county,27003,Anoka
trip,o_county,27005,Becker
trip,o_county,27007,Beltrami
trip,o_county,27009,Benton
trip,o_county,27011,Big Stone
trip,o_county,27013,Blue Earth
trip,o_county,27015,Brown
trip,o_county,27017,Carlton
trip,o_county,27019,Carver
trip,o_county,27021,Cass
trip,o_county,27023,Chippewa
trip,o_county,27025,Chisago
trip,o_county,27027,Clay
trip,o_county,27029,Clearwater
trip,o_county,27031,Cook
trip,o_county,27033,Cottonwood
trip,o_county,27035,Crow Wing
trip,o_county,27037,Dakota
trip,o_county,27039,Dodge
trip,o_county,27041,Douglas
trip,o_county,27043,Faribault
trip,o_county,27045,Fillmore
trip,o_county,27047,Freeborn
trip,o_county,27049,Goodhue
trip,o_county,27051,Grant
trip,o_county,27053,Hennepin
trip,o_county,27055,Houston
trip,o_county,27057,Hubbard
trip,o_county,27059,Isanti
trip,o_county,27061,Itasca
trip,o_county,27063,Jackson
trip,o_county,27065,Kanabec
trip,o_county,27067,Kandiyohi
trip,o_county,27069,Kittson
trip,o_county,27071,Koochiching
trip,o_county,27073,Lac qui Parle
trip,o_county,27075,Lake
trip,o_county,27077,Lake of the Woods
trip,o_county,27079,Le Sueur
trip,o_county,27081,Lincoln
trip,o_county,27083,Lyon
trip,o_county,27085,McLeod
trip,o_county,27087,Mahnomen
trip,o_county,27089,Marshall
trip,o_county,27091,Martin
trip,o_county,27093,Meeker
trip,o_county,27095,Mille Lacs
trip,o_county,27097,Morrison
trip,o_county,27099,Mower
trip,o_county,27101,Murray
trip,o_county,27103,Nicollet
trip,o_county,27105,Nobles
trip,o_county,27107,Norman
trip,o_county,27109,Olmsted
trip,o_county,27111,Otter Tail
trip,o_county,27113,Pennington
trip,o_county,27115,Pine
trip,o_county,27117,Pipestone
trip,o_county,27119,Polk
trip,o_county,27121,Pope
trip,o_county,27123,Ramsey
trip,o_county,27125,Red Lake
trip,o_county,27127,Redwood
trip,o_county,27129,Renville
trip,o_county,27131,Rice
trip,o_county,27133,Rock
trip,o_county,27135,Roseau
trip,o_county,27137,St Louis
trip,o_county,27139,Scott
trip,o_county,27141,Sherburne
trip,o_county,27143,Sibley
trip,o_county,27145,Stearns
trip,o_county,27147,Steele
trip,o_county,27149,Stevens
trip,o_county,27151,Swift
trip,o_county,27153,Todd
trip,o_county,27155,Traverse
trip,o_county,27157,Wabasha
trip,o_county,27159,Wadena
trip,o_county,27161,Waseca
trip,o_county,27163,Washington
trip,o_county,27165,Watonwan
trip,o_county,27167,Wilkin
trip,o_county,27169,Winona
trip,o_county,27171,Wright
trip,o_county,27173,Yellow Medicine
trip,o_county,55001,Adams
trip,o_county,55003,Ashland
trip,o_county,55005,Barron
trip,o_county,55007,Bayfield
trip,o_county,55009,Brown
trip,o_county,55011,Buffalo
trip,o_county,55013,Burnett
trip,o_county,55015,Calumet
trip,o_county,55017,Chippewa
trip,o_county,55019,Clark
trip,o_county,55021,Columbia
trip,o_county,55023,Crawford
trip,o_county,55025,Dane
trip,o_county,55027,Dodge
trip,o_county,55029,Door
trip,o_county,55031,Douglas
trip,o_county,55033,Dunn
trip,o_county,55035,Eau Claire
trip,o_county,55037,Florence
trip,o_county,55039,Fond du Lac
trip,o_county,55041,Forest
trip,o_county,55043,Grant
trip,o_county,55045,Green
trip,o_county,55047,Green Lake
trip,o_county,55049,Iowa
trip,o_county,55051,Iron
trip,o_county,55053,Jackson
trip,o_county,55055,Jefferson
trip,o_county,55057,Juneau
trip,o_county,55059,Kenosha
trip,o_county,55061,Kewaunee
trip,o_county,55063,La Crosse
trip,o_county,55065,Lafayette
trip,o_county,55067,Langlade
trip,o_county,55069,Lincoln
trip,o_county,55071,Manitowoc
trip,o_county,55073,Marathon
trip,o_county,55075,Marinette
trip,o_county,55077,Marquette
trip,o_county,55078,Menominee
trip,o_county,55079,Milwaukee
trip,o_county,55081,Monroe
trip,o_county,55083,Oconto
trip,o_county,55085,Oneida
trip,o_county,55087,Outagamie
trip,o_county,55089,Ozaukee
trip,o_county,55091,Pepin
trip,o_county,55093,Pierce
trip,o_county,55095,Polk
trip,o_county,55097,Portage
trip,o_county,55099,Price
trip,o_county,55101,Racine
trip,o_county,55103,Richland
trip,o_county,55105,Rock
trip,o_county,55107,Rusk
trip,o_county,55109,St Croix
trip,o_county,55111,Sauk
trip,o_county,55113,Sawyer
trip,o_county,55115,Shawano
trip,o_county,55117,Sheboygan
trip,o_county,55119,Taylor
trip,o_county,55121,Trempealeau
trip,o_county,55123,Vernon
trip,o_county,55125,Vilas
trip,o_county,55127,Walworth
trip,o_county,55129,Washburn
trip,o_county,55131,Washington
trip,o_county,55133,Waukesha
trip,o_county,55135,Waupaca
trip,o_county,55137,Waushara
trip,o_county,55139,Winnebago
trip,o_county,55141,Wood
trip,o_state,27,Minnesota
trip,o_state,55,Wisconsin
trip,o_state,995,Missing
trip,o_in_region,0,Not in study region
trip,o_in_region,1,In study region
trip,d_county,995,Missing
trip,d_county,27001,Aitkin
trip,d_county,27003,Anoka
trip,d_county,27005,Becker
trip,d_county,27007,Beltrami
trip,d_county,27009,Benton
trip,d_county,27011,Big Stone
trip,d_county,27013,Blue Earth
trip,d_county,27015,Brown
trip,d_county,27017,Carlton
trip,d_county,27019,Carver
trip,d_county,27021,Cass
trip,d_county,27023,Chippewa
trip,d_county,27025,Chisago
trip,d_county,27027,Clay
trip,d_county,27029,Clearwater
trip,d_county,27031,Cook
trip,d_county,27033,Cottonwood
trip,d_county,27035,Crow Wing
trip,d_county,27037,Dakota
trip,d_county,27039,Dodge
trip,d_county,27041,Douglas
trip,d_county,27043,Faribault
trip,d_county,27045,Fillmore
trip,d_county,27047,Freeborn
trip,d_county,27049,Goodhue
trip,d_county,27051,Grant
trip,d_county,27053,Hennepin
trip,d_county,27055,Houston
trip,d_county,27057,Hubbard
trip,d_county,27059,Isanti
trip,d_county,27061,Itasca
trip,d_county,27063,Jackson
trip,d_county,27065,Kanabec
trip,d_county,27067,Kandiyohi
trip,d_county,27069,Kittson
trip,d_county,27071,Koochiching
trip,d_county,27073,Lac qui Parle
trip,d_county,27075,Lake
trip,d_county,27077,Lake of the Woods
trip,d_county,27079,Le Sueur
trip,d_county,27081,Lincoln
trip,d_county,27083,Lyon
trip,d_county,27085,McLeod
trip,d_county,27087,Mahnomen
trip,d_county,27089,Marshall
trip,d_county,27091,Martin
trip,d_county,27093,Meeker
trip,d_county,27095,Mille Lacs
trip,d_county,27097,Morrison
trip,d_county,27099,Mower
trip,d_county,27101,Murray
trip,d_county,27103,Nicollet
trip,d_county,27105,Nobles
trip,d_county,27107,Norman
trip,d_county,27109,Olmsted
trip,d_county,27111,Otter Tail
trip,d_county,27113,Pennington
trip,d_county,27115,Pine
trip,d_county,27117,Pipestone
trip,d_county,27119,Polk
trip,d_county,27121,Pope
trip,d_county,27123,Ramsey
trip,d_county,27125,Red Lake
trip,d_county,27127,Redwood
trip,d_county,27129,Renville
trip,d_county,27131,Rice
trip,d_county,27133,Rock
trip,d_county,27135,Roseau
trip,d_county,27137,St Louis
trip,d_county,27139,Scott
trip,d_county,27141,Sherburne
trip,d_county,27143,Sibley
trip,d_county,27145,Stearns
trip,d_county,27147,Steele
trip,d_county,27149,Stevens
trip,d_county,27151,Swift
trip,d_county,27153,Todd
trip,d_county,27155,Traverse
trip,d_county,27157,Wabasha
trip,d_county,27159,Wadena
trip,d_county,27161,Waseca
trip,d_county,27163,Washington
trip,d_county,27165,Watonwan
trip,d_county,27167,Wilkin
trip,d_county,27169,Winona
trip,d_county,27171,Wright
trip,d_county,27173,Yellow Medicine
trip,d_county,55001,Adams
trip,d_county,55003,Ashland
trip,d_county,55005,Barron
trip,d_county,55007,Bayfield
trip,d_county,55009,Brown
trip,d_county,55011,Buffalo
trip,d_county,55013,Burnett
trip,d_county,55015,Calumet
trip,d_county,55017,Chippewa
trip,d_county,55019,Clark
trip,d_county,55021,Columbia
trip,d_county,55023,Crawford
trip,d_county,55025,Dane
trip,d_county,55027,Dodge
trip,d_county,55029,Door
trip,d_county,55031,Douglas
trip,d_county,55033,Dunn
trip,d_county,55035,Eau Claire
trip,d_county,55037,Florence
trip,d_county,55039,Fond du Lac
trip,d_county,55041,Forest
trip,d_county,55043,Grant
trip,d_county,55045,Green
trip,d_county,55047,Green Lake
trip,d_county,55049,Iowa
trip,d_county,55051,Iron
trip,d_county,55053,Jackson
trip,d_county,55055,Jefferson
trip,d_county,55057,Juneau
trip,d_county,55059,Kenosha
trip,d_county,55061,Kewaunee
trip,d_county,55063,La Crosse
trip,d_county,55065,Lafayette
trip,d_county,55067,Langlade
trip,d_county,55069,Lincoln
trip,d_county,55071,Manitowoc
trip,d_county,55073,Marathon
trip,d_county,55075,Marinette
trip,d_county,55077,Marquette
trip,d_county,55078,Menominee
trip,d_county,55079,Milwaukee
trip,d_county,55081,Monroe
trip,d_county,55083,Oconto
trip,d_county,55085,Oneida
trip,d_county,55087,Outagamie
trip,d_county,55089,Ozaukee
trip,d_county,55091,Pepin
trip,d_county,55093,Pierce
trip,d_county,55095,Polk
trip,d_county,55097,Portage
trip,d_county,55099,Price
trip,d_county,55101,Racine
trip,d_county,55103,Richland
trip,d_county,55105,Rock
trip,d_county,55107,Rusk
trip,d_county,55109,St Croix
trip,d_county,55111,Sauk
trip,d_county,55113,Sawyer
trip,d_county,55115,Shawano
trip,d_county,55117,Sheboygan
trip,d_county,55119,Taylor
trip,d_county,55121,Trempealeau
trip,d_county,55123,Vernon
trip,d_county,55125,Vilas
trip,d_county,55127,Walworth
trip,d_county,55129,Washburn
trip,d_county,55131,Washington
trip,d_county,55133,Waukesha
trip,d_county,55135,Waupaca
trip,d_county,55137,Waushara
trip,d_county,55139,Winnebago
trip,d_county,55141,Wood
trip,d_state,27,Minnesota
trip,d_state,55,Wisconsin
trip,d_state,995,Missing
trip,d_in_region,0,Not in study region
trip,d_in_region,1,In study region
trip,trip_survey_complete,0,No
trip,trip_survey_complete,1,Yes
trip,trip_survey_complete,995,Missing
trip,d_purpose,-1,Not imputable
trip,d_purpose,1,Went home
trip,d_purpose,10,Primary workplace
trip,d_purpose,11,"Went to work-related activity (e.g., meeting, delivery, worksite)"
trip,d_purpose,13,Volunteering
trip,d_purpose,14,Other work-related
trip,d_purpose,21,Attend K-12 school
trip,d_purpose,22,Attend college/university
trip,d_purpose,23,"Attend other type of class (e.g., cooking class)"
trip,d_purpose,24,"Attend other education-related activity (e.g., field trip)"
trip,d_purpose,25,Attend vocational education class
trip,d_purpose,26,Attend daycare or preschool
trip,d_purpose,30,Grocery shopping
trip,d_purpose,31,Got gas
trip,d_purpose,32,"Other routine shopping (e.g., pharmacy)"
trip,d_purpose,33,"Errand without appointment (e.g., post office)"
trip,d_purpose,34,"Medical visit (e.g., doctor, dentist)"
trip,d_purpose,36,"Shopping for major item (e.g., furniture, car)"
trip,d_purpose,37,"Errand with appointment (e.g., haircut)"
trip,d_purpose,44,"Other activity only (e.g., attend meeting, pick-up or drop-off item)"
trip,d_purpose,45,Pick someone up
trip,d_purpose,46,Drop someone off
trip,d_purpose,47,"Accompany someone only (e.g., go along for the ride)"
trip,d_purpose,48,BOTH pick up AND drop off
trip,d_purpose,50,"Dined out, got coffee or take-out"
trip,d_purpose,51,"Exercise or recreation (e.g., gym, jog, bike, walk dog)"
trip,d_purpose,52,"Social activity (e.g., visit friends/relatives)"
trip,d_purpose,53,"Leisure/entertainment/cultural (e.g., cinema, museum, park)"
trip,d_purpose,54,Religious/civic/volunteer activity
trip,d_purpose,56,"Family activity (e.g., watch child's game)"
trip,d_purpose,60,"Changed or transferred mode (e.g., waited for bus, drove onto ferry)"
trip,d_purpose,61,"Other shopping or errand (e.g., pharmacy, post office)"
trip,d_purpose,62,Other leisure activity
trip,d_purpose,99,Other reason
trip,d_purpose,150,"Went to another residence (e.g., someone else's home, second home)"
trip,d_purpose,151,Loop trip (split by analyst at furthest location)
trip,d_purpose,152,"Went to temporary lodging (e.g., hotel, vacation rental)"
trip,d_purpose_category,-1,Not imputable
trip,d_purpose_category,1,Home
trip,d_purpose_category,2,Work
trip,d_purpose_category,3,Work-related
trip,d_purpose_category,4,School
trip,d_purpose_category,5,School-related
trip,d_purpose_category,6,Escort
trip,d_purpose_category,7,Shopping
trip,d_purpose_category,8,Meal
trip,d_purpose_category,9,Social/Recreation
trip,d_purpose_category,10,Errand
trip,d_purpose_category,11,Change mode
trip,d_purpose_category,12,Overnight
trip,d_purpose_category,13,Other
trip,o_purpose,-1,Not imputable
trip,o_purpose,1,Went home
trip,o_purpose,10,Primary workplace
trip,o_purpose,11,"Went to work-related activity (e.g., meeting, delivery, worksite)"
trip,o_purpose,13,Volunteering
trip,o_purpose,14,Other work-related
trip,o_purpose,21,Attend K-12 school
trip,o_purpose,22,Attend college/university
trip,o_purpose,23,"Attend other type of class (e.g., cooking class)"
trip,o_purpose,24,"Attend other education-related activity (e.g., field trip)"
trip,o_purpose,25,Attend vocational education class
trip,o_purpose,26,Attend daycare or preschool
trip,o_purpose,30,Grocery shopping
trip,o_purpose,31,Got gas
trip,o_purpose,32,"Other routine shopping (e.g., pharmacy)"
trip,o_purpose,33,"Errand without appointment (e.g., post office)"
trip,o_purpose,34,"Medical visit (e.g., doctor, dentist)"
trip,o_purpose,36,"Shopping for major item (e.g., furniture, car)"
trip,o_purpose,37,"Errand with appointment (e.g., haircut)"
trip,o_purpose,44,"Other activity only (e.g., attend meeting, pick-up or drop-off item)"
trip,o_purpose,45,Pick someone up
trip,o_purpose,46,Drop someone off
trip,o_purpose,47,"Accompany someone only (e.g., go along for the ride)"
trip,o_purpose,48,BOTH pick up AND drop off
trip,o_purpose,50,"Dined out, got coffee or take-out"
trip,o_purpose,51,"Exercise or recreation (e.g., gym, jog, bike, walk dog)"
trip,o_purpose,52,"Social activity (e.g., visit friends/relatives)"
trip,o_purpose,53,"Leisure/entertainment/cultural (e.g., cinema, museum, park)"
trip,o_purpose,54,Religious/civic/volunteer activity
trip,o_purpose,56,"Family activity (e.g., watch child's game)"
trip,o_purpose,60,"Changed or transferred mode (e.g., waited for bus, drove onto ferry)"
trip,o_purpose,61,"Other shopping or errand (e.g., pharmacy, post office)"
trip,o_purpose,62,Other leisure activity
trip,o_purpose,99,Other reason
trip,o_purpose,150,"Went to another residence (e.g., someone else's home, second home)"
trip,o_purpose,151,Loop trip (split by analyst at furthest location)
trip,o_purpose,152,"Went to temporary lodging (e.g., hotel, vacation rental)"
trip,o_purpose,995,Missing
trip,o_purpose_category,-1,Not imputable
trip,o_purpose_category,1,Home
trip,o_purpose_category,2,Work
trip,o_purpose_category,3,Work related
trip,o_purpose_category,4,School
trip,o_purpose_category,5,School related
trip,o_purpose_category,6,Escort
trip,o_purpose_category,7,Shopping
trip,o_purpose_category,8,Meal
trip,o_purpose_category,9,Social/Recreation
trip,o_purpose_category,10,Errand
trip,o_purpose_category,11,Change mode
trip,o_purpose_category,12,Overnight
trip,o_purpose_category,13,Other
trip,o_purpose_category,995,Missing
trip,mode_1,1,Walk (or jog/wheelchair)
trip,mode_1,2,Standard bicycle (my household's)
trip,mode_1,3,"Borrowed bicycle (e.g., a friend's)"
trip,mode_1,4,Other rented bicycle
trip,mode_1,5,Other
trip,mode_1,6,Household vehicle 1
trip,mode_1,7,Household vehicle 2
trip,mode_1,8,Household vehicle 3
trip,mode_1,9,Household vehicle 4
trip,mode_1,10,Household vehicle 5
trip,mode_1,11,Household vehicle 6
trip,mode_1,12,Household vehicle 7
trip,mode_1,13,Household vehicle 8
trip,mode_1,16,Other vehicle in household
trip,mode_1,17,Car rental
trip,mode_1,18,"Carshare service (e.g., Zipcar)"
trip,mode_1,21,Vanpool
trip,mode_1,22,Other car
trip,mode_1,23,Local fixed-route bus
trip,mode_1,24,School bus
trip,mode_1,25,"Intercity bus (e.g., BoltBus, Greyhound)"
trip,mode_1,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)"
trip,mode_1,27,Paratransit/Dial-A-Ride
trip,mode_1,28,Other bus
trip,mode_1,31,Airplane/helicopter
trip,mode_1,32,Boat/ferry
trip,mode_1,33,Work vehicle
trip,mode_1,34,Friend's vehicle
trip,mode_1,36,"Regular taxi (e.g., Yellow Cab)"
trip,mode_1,38,University/college shuttle/bus
trip,mode_1,39,Light rail
trip,mode_1,41,"Intercity rail (e.g., Amtrak)"
trip,mode_1,42,Other rail
trip,mode_1,43,Skateboard or rollerblade
trip,mode_1,44,Golf cart
trip,mode_1,45,ATV or snowmobile
trip,mode_1,47,Other motorcycle in household
trip,mode_1,49,"Uber, Lyft, or other smartphone-app ride service"
trip,mode_1,54,Other motorcycle (not my household's)
trip,mode_1,55,Express/commuter bus
trip,mode_1,59,"Peer-to-peer car rental (e.g., Turo)"
trip,mode_1,60,"Other hired car service (e.g., black car, limo)"
trip,mode_1,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)"
trip,mode_1,62,Employer-provided shuttle/bus
trip,mode_1,63,Medical transportation service
trip,mode_1,69,Bike-share - standard bicycle
trip,mode_1,70,Bike-share - electric bicycle
trip,mode_1,73,"Moped-share (e.g., Scoot)"
trip,mode_1,74,Segway
trip,mode_1,75,Other
trip,mode_1,76,"Carpool match (e.g., Waze Carpool)"
trip,mode_1,77,Personal scooter or moped (not shared)
trip,mode_1,79,Vehicle ferry (took vehicle on board)
trip,mode_1,80,"Other boat (e.g., kayak)"
trip,mode_1,81,Snowmobile
trip,mode_1,82,Electric bicycle (my household's)
trip,mode_1,83,"Scooter-share (e.g., Bird, Lime)"
trip,mode_1,171,Metro Mobility
trip,mode_1,172,Northstar
trip,mode_1,201,SouthWest Prime or MVTA Connect
trip,mode_1,995,Missing
trip,mode_2,1,Walk (or jog/wheelchair)
trip,mode_2,2,Standard bicycle (my household's)
trip,mode_2,3,"Borrowed bicycle (e.g., a friend's)"
trip,mode_2,4,Other rented bicycle
trip,mode_2,5,Other
trip,mode_2,6,Household vehicle 1
trip,mode_2,7,Household vehicle 2
trip,mode_2,8,Household vehicle 3
trip,mode_2,9,Household vehicle 4
trip,mode_2,10,Household vehicle 5
trip,mode_2,11,Household vehicle 6
trip,mode_2,12,Household vehicle 7
trip,mode_2,13,Household vehicle 8
trip,mode_2,16,Other vehicle in household
trip,mode_2,17,Car rental
trip,mode_2,18,"Carshare service (e.g., Zipcar)"
trip,mode_2,21,Vanpool
trip,mode_2,22,Other car
trip,mode_2,23,Local fixed-route bus
trip,mode_2,24,School bus
trip,mode_2,25,"Intercity bus (e.g., BoltBus, Greyhound)"
trip,mode_2,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)"
trip,mode_2,27,Paratransit/Dial-A-Ride
trip,mode_2,28,Other bus
trip,mode_2,31,Airplane/helicopter
trip,mode_2,32,Boat/ferry
trip,mode_2,33,Work vehicle
trip,mode_2,34,Friend's vehicle
trip,mode_2,36,"Regular taxi (e.g., Yellow Cab)"
trip,mode_2,38,University/college shuttle/bus
trip,mode_2,39,Light rail
trip,mode_2,41,"Intercity rail (e.g., Amtrak)"
trip,mode_2,42,Other rail
trip,mode_2,43,Skateboard or rollerblade
trip,mode_2,44,Golf cart
trip,mode_2,45,ATV or snowmobile
trip,mode_2,47,Other motorcycle in household
trip,mode_2,49,"Uber, Lyft, or other smartphone-app ride service"
trip,mode_2,54,Other motorcycle (not my household's)
trip,mode_2,55,Express/commuter bus
trip,mode_2,59,"Peer-to-peer car rental (e.g., Turo)"
trip,mode_2,60,"Other hired car service (e.g., black car, limo)"
trip,mode_2,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)"
trip,mode_2,62,Employer-provided shuttle/bus
trip,mode_2,63,Medical transportation service
trip,mode_2,69,Bike-share - standard bicycle
trip,mode_2,70,Bike-share - electric bicycle
trip,mode_2,73,"Moped-share (e.g., Scoot)"
trip,mode_2,74,Segway
trip,mode_2,75,Other
trip,mode_2,76,"Carpool match (e.g., Waze Carpool)"
trip,mode_2,77,Personal scooter or moped (not shared)
trip,mode_2,79,Vehicle ferry (took vehicle on board)
trip,mode_2,80,"Other boat (e.g., kayak)"
trip,mode_2,81,Snowmobile
trip,mode_2,82,Electric bicycle (my household's)
trip,mode_2,83,"Scooter-share (e.g., Bird, Lime)"
trip,mode_2,171,Metro Mobility
trip,mode_2,172,Northstar
trip,mode_2,176,Non-emergency medical transportation service
trip,mode_2,201,SouthWest Prime or MVTA Connect
trip,mode_2,995,Missing
trip,mode_3,1,Walk (or jog/wheelchair)
trip,mode_3,2,Standard bicycle (my household's)
trip,mode_3,3,"Borrowed bicycle (e.g., a friend's)"
trip,mode_3,4,Other rented bicycle
trip,mode_3,5,Other
trip,mode_3,6,Household vehicle 1
trip,mode_3,7,Household vehicle 2
trip,mode_3,8,Household vehicle 3
trip,mode_3,9,Household vehicle 4
trip,mode_3,10,Household vehicle 5
trip,mode_3,11,Household vehicle 6
trip,mode_3,12,Household vehicle 7
trip,mode_3,13,Household vehicle 8
trip,mode_3,16,Other vehicle in household
trip,mode_3,17,Car rental
trip,mode_3,18,"Carshare service (e.g., Zipcar)"
trip,mode_3,21,Vanpool
trip,mode_3,22,Other car
trip,mode_3,23,Local fixed-route bus
trip,mode_3,24,School bus
trip,mode_3,25,"Intercity bus (e.g., BoltBus, Greyhound)"
trip,mode_3,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)"
trip,mode_3,27,Paratransit/Dial-A-Ride
trip,mode_3,28,Other bus
trip,mode_3,31,Airplane/helicopter
trip,mode_3,32,Boat/ferry
trip,mode_3,33,Work vehicle
trip,mode_3,34,Friend's vehicle
trip,mode_3,36,"Regular taxi (e.g., Yellow Cab)"
trip,mode_3,38,University/college shuttle/bus
trip,mode_3,39,Light rail
trip,mode_3,41,"Intercity rail (e.g., Amtrak)"
trip,mode_3,42,Other rail
trip,mode_3,43,Skateboard or rollerblade
trip,mode_3,44,Golf cart
trip,mode_3,45,ATV or snowmobile
trip,mode_3,47,Other motorcycle in household
trip,mode_3,49,"Uber, Lyft, or other smartphone-app ride service"
trip,mode_3,54,Other motorcycle (not my household's)
trip,mode_3,55,Express/commuter bus
trip,mode_3,59,"Peer-to-peer car rental (e.g., Turo)"
trip,mode_3,60,"Other hired car service (e.g., black car, limo)"
trip,mode_3,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)"
trip,mode_3,62,Employer-provided shuttle/bus
trip,mode_3,63,Medical transportation service
trip,mode_3,69,Bike-share - standard bicycle
trip,mode_3,70,Bike-share - electric bicycle
trip,mode_3,73,"Moped-share (e.g., Scoot)"
trip,mode_3,74,Segway
trip,mode_3,75,Other
trip,mode_3,76,"Carpool match (e.g., Waze Carpool)"
trip,mode_3,77,Personal scooter or moped (not shared)
trip,mode_3,79,Vehicle ferry (took vehicle on board)
trip,mode_3,80,"Other boat (e.g., kayak)"
trip,mode_3,81,Snowmobile
trip,mode_3,82,Electric bicycle (my household's)
trip,mode_3,83,"Scooter-share (e.g., Bird, Lime)"
trip,mode_3,171,Metro Mobility
trip,mode_3,172,Northstar
trip,mode_3,176,Non-emergency medical transportation service
trip,mode_3,201,SouthWest Prime or MVTA Connect
trip,mode_3,995,Missing
trip,mode_type,1,Walk
